Month (abbr),Year,Country/Area,집계(Growth Rate(%)),합계(Visitor Arrivals)
Nov.,2012,Equatorial Guinea,-97.674418604651152,1
Oct.,2012,Equatorial Guinea,-72,14
Sep.,2012,Equatorial Guinea,-93.181818181818173,3
Aug.,2012,Equatorial Guinea,-100,0
Jul.,2012,Equatorial Guinea,-53.846153846153847,6
Jun.,2012,Equatorial Guinea,-100,0
May,2012,Equatorial Guinea,-100,0
Apr.,2012,Equatorial Guinea,-100,0
Mar.,2012,Equatorial Guinea,-100,0
Feb.,2012,Equatorial Guinea,-94.73684210526315,1
Jan.,2012,Equatorial Guinea,-95,1
Dec.,2012,El Salvador,-94.24460431654677,24
Nov.,2012,El Salvador,-86.809815950920239,43
Oct.,2012,El Salvador,-87.864077669902912,50
Sep.,2012,El Salvador,-88.421052631578945,44
Aug.,2012,El Salvador,-85.340314136125656,28
Jul.,2012,El Salvador,-94.628099173553721,13
Jun.,2012,El Salvador,-92.625368731563413,25
May,2012,El Salvador,-92.926045016077168,22
Apr.,2012,El Salvador,-89.224137931034491,25
Mar.,2012,El Salvador,-89.877300613496942,33
Feb.,2012,El Salvador,-90.821256038647348,19
Jan.,2012,El Salvador,-92.537313432835816,20
Dec.,2012,Egypt,618.9655172413793,417
Nov.,2012,Egypt,425.80645161290317,326
Oct.,2012,Egypt,258.26086956521743,412
Sep.,2012,Egypt,420.54794520547949,380
Aug.,2012,Egypt,193.84615384615384,191
Jul.,2012,Egypt,191.56626506024097,242
Jun.,2012,Egypt,494.73684210526318,339
May,2012,Egypt,522,311
Apr.,2012,Egypt,179.51807228915661,232
Mar.,2012,Egypt,735.89743589743591,326
Feb.,2012,Egypt,546.875,207
Jan.,2012,Egypt,624.32432432432427,268
Dec.,2012,Ecuador,100,58
Nov.,2012,Ecuador,47.619047619047613,62
Oct.,2012,Ecuador,210.81081081081078,115
Sep.,2012,Ecuador,231.81818181818184,73
Aug.,2012,Ecuador,160,65
Jul.,2012,Ecuador,260.86956521739131,83
Jun.,2012,Ecuador,103.57142857142858,57
May,2012,Ecuador,177.77777777777777,50
Apr.,2012,Ecuador,822.22222222222217,83
Mar.,2012,Ecuador,39.285714285714285,39
Feb.,2012,Ecuador,190.90909090909091,32
Jan.,2012,Ecuador,105.55555555555556,37
Dec.,2012,East Timor,-44.230769230769226,29
Nov.,2012,East Timor,-53.333333333333336,42
Oct.,2012,East Timor,-53.75,37
Sep.,2012,East Timor,-77.777777777777786,22
Aug.,2012,East Timor,-64.788732394366207,25
Jul.,2012,East Timor,-76.288659793814432,23
Jun.,2012,East Timor,-68.539325842696627,28
May,2012,East Timor,-67.857142857142861,18
Apr.,2012,East Timor,-89.65517241379311,9
Mar.,2012,East Timor,-67.81609195402298,28
Feb.,2012,East Timor,-83.333333333333343,11
Jan.,2012,East Timor,-80.219780219780219,18
Dec.,2012,Dominican Republic,5100,52
Nov.,2012,Dominican Republic,4400,90
Oct.,2012,Dominican Republic,7900,80
Sep.,2012,Dominican Republic,9800,99
Aug.,2012,Dominican Republic,3450,71
Jul.,2012,Dominican Republic,9600,97
Jun.,2012,Dominican Republic,8800,89
May,2012,Dominican Republic,2700,56
Apr.,2012,Dominican Republic,4250,87
Mar.,2012,Dominican Republic,4250,87
Feb.,2012,Dominican Republic,3200,66
Jan.,2012,Dominican Republic,9000,91
Dec.,2012,Dominica,-50,1
Nov.,2012,Dominica,-33.333333333333329,2
Oct.,2012,Dominica,-94.73684210526315,1
Sep.,2012,Dominica,-88.888888888888886,1
Aug.,2012,Dominica,-50,2
Jul.,2012,Dominica,-85.714285714285708,1
Jun.,2012,Dominica,-66.666666666666657,1
May,2012,Dominica,-50,2
Apr.,2012,Dominica,-71.428571428571431,2
Mar.,2012,Dominica,0,2
Feb.,2012,Dominica,100,2
Jan.,2012,Dominica,-83.333333333333343,1
Dec.,2012,Djibouti,-99.734748010610076,2
Nov.,2012,Djibouti,-99.782135076252715,3
Oct.,2012,Djibouti,-98.86363636363636,19
Sep.,2012,Djibouti,-99.025974025974023,9
Aug.,2012,Djibouti,-99.473684210526315,4
Jul.,2012,Djibouti,-99.552143314139471,7
Jun.,2012,Djibouti,-99.681190223166851,3
May,2012,Djibouti,-99.625818521983163,4
Apr.,2012,Djibouti,-99.481865284974091,7
Mar.,2012,Djibouti,-99.865951742627345,2
Feb.,2012,Djibouti,-99.886749716874292,1
Jan.,2012,Djibouti,-99.257425742574256,6
Dec.,2012,Denmark,2117.6470588235293,754
Nov.,2012,Denmark,8000,1377
Oct.,2012,Denmark,2512.5,1672
Sep.,2012,Denmark,2617.6470588235293,924
Aug.,2012,Denmark,1800,760
Jul.,2012,Denmark,6152,1563
Jun.,2012,Denmark,3664,941
May,2012,Denmark,9618.181818181818,1069
Apr.,2012,Denmark,6655,1351
Mar.,2012,Denmark,9846.6666666666661,1492
Feb.,2012,Denmark,3296.1538461538462,883
Jan.,2012,Denmark,4152.6315789473683,808
Dec.,2012,Democratic Republic of the Congo,-89.067524115755631,34
Nov.,2012,Democratic Republic of the Congo,-96.969696969696969,17
Oct.,2012,Democratic Republic of the Congo,-90.76479076479076,64
Sep.,2012,Democratic Republic of the Congo,-95.014662756598241,34
Aug.,2012,Democratic Republic of the Congo,-90.220048899755497,40
Jul.,2012,Democratic Republic of the Congo,-95.019920318725099,25
Jun.,2012,Democratic Republic of the Congo,-91.987179487179489,25
May,2012,Democratic Republic of the Congo,-97.727272727272734,11
Apr.,2012,Democratic Republic of the Congo,-95.901639344262293,20
Mar.,2012,Democratic Republic of the Congo,-96.674057649667418,15
Feb.,2012,Democratic Republic of the Congo,-91.503267973856211,26
Jan.,2012,Democratic Republic of the Congo,-93.35664335664336,19
Dec.,2012,Czech Republic,1843.75,311
Nov.,2012,Czech Republic,1903.5714285714284,561
Oct.,2012,Czech Republic,1723.6842105263158,693
Sep.,2012,Czech Republic,2425.9259259259261,682
Aug.,2012,Czech Republic,1263.3333333333333,409
Jul.,2012,Czech Republic,1991.6666666666667,502
Jun.,2012,Czech Republic,1318.1818181818182,312
May,2012,Czech Republic,1692.5925925925928,484
Apr.,2012,Czech Republic,2468.4210526315792,488
Mar.,2012,Czech Republic,1570.3703703703704,451
Feb.,2012,Czech Republic,1510.5263157894735,306
Jan.,2012,Czech Republic,2100,286
Dec.,2012,Cyprus,0,16
Nov.,2012,Cyprus,-67.81609195402298,28
Oct.,2012,Cyprus,46.153846153846153,38
Sep.,2012,Cyprus,3.8461538461538464,27
Aug.,2012,Cyprus,114.28571428571428,30
Jul.,2012,Cyprus,-4,24
Jun.,2012,Cyprus,-21.428571428571427,22
May,2012,Cyprus,-59.090909090909094,27
Apr.,2012,Cyprus,-17.391304347826086,19
Mar.,2012,Cyprus,17.391304347826086,27
Feb.,2012,Cyprus,137.5,19
Jan.,2012,Cyprus,-35,13
Dec.,2012,Cuba,-82.022471910112358,16
Nov.,2012,Cuba,-23.008849557522122,87
Oct.,2012,Cuba,-84.146341463414629,26
Sep.,2012,Cuba,-78.333333333333329,26
Aug.,2012,Cuba,-87.272727272727266,14
Jul.,2012,Cuba,-79.166666666666657,25
Jun.,2012,Cuba,-67.058823529411754,28
May,2012,Cuba,-37.735849056603776,66
Apr.,2012,Cuba,-80,23
Mar.,2012,Cuba,-83.453237410071949,23
Feb.,2012,Cuba,-90.804597701149419,8
Jan.,2012,Cuba,-77.011494252873561,20
Dec.,2012,Croatia,456.25,89
Nov.,2012,Croatia,465.00000000000006,113
Oct.,2012,Croatia,152.30769230769229,164
Sep.,2012,Croatia,300,120
Aug.,2012,Croatia,511.11111111111109,110
Jul.,2012,Croatia,445.45454545454544,120
Jun.,2012,Croatia,150,85
May,2012,Croatia,1077.7777777777778,106
Apr.,2012,Croatia,618.75,115
Mar.,2012,Croatia,561.90476190476181,139
Feb.,2012,Croatia,625,87
Jan.,2012,Croatia,443.75,87
Dec.,2012,Cote d'Ivoire,-76.811594202898547,16
Nov.,2012,Cote d'Ivoire,-77.777777777777786,20
Oct.,2012,Cote d'Ivoire,-38.679245283018872,65
Sep.,2012,Cote d'Ivoire,-65.116279069767444,30
Aug.,2012,Cote d'Ivoire,-62.5,18
Jul.,2012,Cote d'Ivoire,-72.839506172839506,22
Jun.,2012,Cote d'Ivoire,-19.047619047619047,34
May,2012,Cote d'Ivoire,-78.571428571428569,9
Apr.,2012,Cote d'Ivoire,-71.929824561403507,16
Mar.,2012,Cote d'Ivoire,-72.368421052631575,21
Feb.,2012,Cote d'Ivoire,-70.731707317073173,12
Jan.,2012,Cote d'Ivoire,-79.746835443037981,16
Dec.,2012,Costa Rica,2200,69
Nov.,2012,Costa Rica,2150,90
Oct.,2012,Costa Rica,562.5,106
Sep.,2012,Costa Rica,2766.666666666667,86
Aug.,2012,Costa Rica,4700,48
Jul.,2012,Costa Rica,,81
Jun.,2012,Costa Rica,4100,42
May,2012,Costa Rica,,42
Apr.,2012,Costa Rica,,57
Mar.,2012,Costa Rica,3700,76
Feb.,2012,Costa Rica,,41
Jan.,2012,Costa Rica,7800,79
Dec.,2012,Comoros,-98.80952380952381,3
Nov.,2012,Comoros,-98.561151079136693,4
Oct.,2012,Comoros,-96.917148362235068,16
Sep.,2012,Comoros,-99.08536585365853,3
Aug.,2012,Comoros,-99.543378995433784,1
Jul.,2012,Comoros,-100,0
Jun.,2012,Comoros,-99.757281553398059,1
May,2012,Comoros,-100,0
Apr.,2012,Comoros,-100,0
Mar.,2012,Comoros,-99.209486166007906,2
Feb.,2012,Comoros,-100,0
Jan.,2012,Comoros,-99.393939393939391,1
Dec.,2012,Colombia,-99.518495872821759,252
Nov.,2012,Colombia,-99.465312638239766,278
Oct.,2012,Colombia,-99.255519056703918,519
Sep.,2012,Colombia,-99.730424991575788,328
Aug.,2012,Colombia,-99.884890725030743,219
Jul.,2012,Colombia,-99.866842903999611,272
Jun.,2012,Colombia,-99.672971750156762,412
May,2012,Colombia,-99.795812825451165,229
Apr.,2012,Colombia,-99.836685865598511,243
Mar.,2012,Colombia,-99.804334039690019,253
Feb.,2012,Colombia,-99.831637508235133,138
Jan.,2012,Colombia,-99.879266820327075,165
Dec.,2012,China,25808.910891089108,52336
Nov.,2012,China,13334.883720930233,51993
Oct.,2012,China,18054.427083333336,69713
Sep.,2012,China,39149.354838709682,121673
Aug.,2012,China,104435.16483516485,190254
Jul.,2012,China,71826.056338028167,204270
Jun.,2012,China,43044.863013698632,125983
May,2012,China,37661.616161616163,112152
Apr.,2012,China,41931.9209039548,148793
Mar.,2012,China,30540.284360189573,129302
Feb.,2012,China,34052.5,81966
Jan.,2012,China,74174.456521739121,136665
Dec.,2012,Chile,6633.333333333333,202
Nov.,2012,Chile,9575,387
Oct.,2012,Chile,1921.0526315789473,384
Sep.,2012,Chile,,310
Aug.,2012,Chile,,182
Jul.,2012,Chile,28300,284
Jun.,2012,Chile,,292
May,2012,Chile,,297
Apr.,2012,Chile,35300,354
Mar.,2012,Chile,21000,422
Feb.,2012,Chile,7900,240
Jan.,2012,Chile,2966.666666666667,184
Dec.,2012,Chad,200,3
Nov.,2012,Chad,,4
Oct.,2012,Chad,35.714285714285715,19
Sep.,2012,Chad,-100,0
Aug.,2012,Chad,-100,0
Jul.,2012,Chad,,1
Jun.,2012,Chad,,0
May,2012,Chad,,0
Apr.,2012,Chad,,1
Mar.,2012,Chad,0,2
Feb.,2012,Chad,,3
Jan.,2012,Chad,200,6
Dec.,2012,Central Africa,0,1
Nov.,2012,Central Africa,-100,0
Oct.,2012,Central Africa,100,14
Sep.,2012,Central Africa,400,5
Aug.,2012,Central Africa,,1
Jul.,2012,Central Africa,,0
Jun.,2012,Central Africa,-100,0
May,2012,Central Africa,,0
Apr.,2012,Central Africa,,0
Mar.,2012,Central Africa,-66.666666666666657,2
Feb.,2012,Central Africa,-100,0
Jan.,2012,Central Africa,100,2
Dec.,2012,Cape Verde,-99.991507430997871,1
Nov.,2012,Cape Verde,-99.973808276584592,3
Oct.,2012,Cape Verde,-99.944076056563063,7
Sep.,2012,Cape Verde,-99.989856983466879,1
Aug.,2012,Cape Verde,-100,0
Jul.,2012,Cape Verde,-100,0
Jun.,2012,Cape Verde,-99.978996009241755,2
May,2012,Cape Verde,-100,0
Apr.,2012,Cape Verde,-100,0
Mar.,2012,Cape Verde,-99.955869373345095,6
Feb.,2012,Cape Verde,-99.988632488348301,1
Jan.,2012,Cape Verde,-99.99079189686924,1
Dec.,2012,Canada,43511.111111111109,11775
Nov.,2012,Canada,33588.235294117643,11454
Oct.,2012,Canada,16589.333333333336,12517
Sep.,2012,Canada,22306.81818181818,9859
Aug.,2012,Canada,26653.846153846156,10434
Jul.,2012,Canada,34753.125,11153
Jun.,2012,Canada,33907.142857142855,9522
May,2012,Canada,31983.78378378378,11871
Apr.,2012,Canada,35471.052631578947,13517
Mar.,2012,Canada,54284,13596
Feb.,2012,Canada,22456.410256410258,8797
Jan.,2012,Canada,30066.666666666668,10860
Dec.,2012,Cameroon,-91.482649842271286,27
Nov.,2012,Cameroon,-89.789789789789793,34
Oct.,2012,Cameroon,-84.472049689440993,75
Sep.,2012,Cameroon,-86.865671641791039,44
Aug.,2012,Cameroon,-88.036809815950917,39
Jul.,2012,Cameroon,-88.278388278388277,32
Jun.,2012,Cameroon,-87.33031674208145,28
May,2012,Cameroon,-80.526315789473685,37
Apr.,2012,Cameroon,-90.155440414507765,38
Mar.,2012,Cameroon,-93.506493506493499,25
Feb.,2012,Cameroon,-78.453038674033152,39
Jan.,2012,Cameroon,-84.482758620689651,36
Dec.,2012,Cambodia,10466.666666666668,317
Nov.,2012,Cambodia,11000,333
Oct.,2012,Cambodia,2741.1764705882351,483
Sep.,2012,Cambodia,4685.7142857142853,335
Aug.,2012,Cambodia,2616.666666666667,326
Jul.,2012,Cambodia,27200,273
Jun.,2012,Cambodia,3583.3333333333335,221
May,2012,Cambodia,18900,190
Apr.,2012,Cambodia,38500,386
Mar.,2012,Cambodia,,385
Feb.,2012,Cambodia,4425,181
Jan.,2012,Cambodia,1557.1428571428571,232
Dec.,2012,Burundi,-40,3
Nov.,2012,Burundi,-70,3
Oct.,2012,Burundi,-45.161290322580641,17
Sep.,2012,Burundi,-69.565217391304344,7
Aug.,2012,Burundi,-62.5,12
Jul.,2012,Burundi,-85.714285714285708,1
Jun.,2012,Burundi,-50,6
May,2012,Burundi,-50,1
Apr.,2012,Burundi,-88.888888888888886,1
Mar.,2012,Burundi,-100,0
Feb.,2012,Burundi,-20,4
Jan.,2012,Burundi,180,14
Dec.,2012,Burkina Faso,-96.951219512195124,5
Nov.,2012,Burkina Faso,-94.011976047904184,10
Oct.,2012,Burkina Faso,-92.512077294685994,31
Sep.,2012,Burkina Faso,-90.534979423868307,23
Aug.,2012,Burkina Faso,-79.354838709677424,32
Jul.,2012,Burkina Faso,-95.95375722543352,7
Jun.,2012,Burkina Faso,-92.258064516129039,12
May,2012,Burkina Faso,-99.107142857142861,2
Apr.,2012,Burkina Faso,-96.296296296296291,9
Mar.,2012,Burkina Faso,-78.94736842105263,36
Feb.,2012,Burkina Faso,-94.845360824742258,5
Jan.,2012,Burkina Faso,-96.402877697841731,5
Dec.,2012,Bulgaria,-40.36363636363636,164
Nov.,2012,Bulgaria,60.576923076923073,167
Oct.,2012,Bulgaria,216.03053435114506,414
Sep.,2012,Bulgaria,131.42857142857142,243
Aug.,2012,Bulgaria,96.202531645569621,155
Jul.,2012,Bulgaria,61.682242990654203,173
Jun.,2012,Bulgaria,23.015873015873016,155
May,2012,Bulgaria,180,224
Apr.,2012,Bulgaria,161.29032258064515,243
Mar.,2012,Bulgaria,22.142857142857142,171
Feb.,2012,Bulgaria,24.358974358974358,97
Jan.,2012,Bulgaria,131.66666666666666,139
Dec.,2012,Brunei,-97.507929315813328,275
Nov.,2012,Brunei,-94.696583375828652,104
Oct.,2012,Brunei,-95.395430579964852,131
Sep.,2012,Brunei,-94.324324324324323,105
Aug.,2012,Brunei,-94.42877291960508,79
Jul.,2012,Brunei,-95.600328947368425,107
Jun.,2012,Brunei,-93.531827515400408,126
May,2012,Brunei,-95.18362432269717,80
Apr.,2012,Brunei,-96.467907330041783,93
Mar.,2012,Brunei,-92.723492723492726,140
Feb.,2012,Brunei,-92.315270935960598,78
Jan.,2012,Brunei,-95.680345572354213,60
Dec.,2012,Brazil,220600,11035
Nov.,2012,Brazil,24412.5,1961
Oct.,2012,Brazil,7386.8421052631575,2845
Sep.,2012,Brazil,6507.1428571428569,1850
Aug.,2012,Brazil,17625,1418
Jul.,2012,Brazil,40433.333333333328,2432
Jun.,2012,Brazil,11358.823529411766,1948
May,2012,Brazil,11764.285714285714,1661
Apr.,2012,Brazil,20153.846153846156,2633
Mar.,2012,Brazil,11217.64705882353,1924
Feb.,2012,Brazil,11177.777777777777,1015
Jan.,2012,Brazil,7616.666666666667,1389
Dec.,2012,Botswana,25,5
Nov.,2012,Botswana,33.333333333333329,8
Oct.,2012,Botswana,80.952380952380949,38
Sep.,2012,Botswana,154.54545454545453,28
Aug.,2012,Botswana,166.66666666666669,8
Jul.,2012,Botswana,-57.142857142857139,6
Jun.,2012,Botswana,6.25,17
May,2012,Botswana,133.33333333333331,14
Apr.,2012,Botswana,8.3333333333333322,13
Mar.,2012,Botswana,240,17
Feb.,2012,Botswana,-43.75,9
Jan.,2012,Botswana,0,18
Dec.,2012,Bosnia and Herzegovina,-91.489361702127653,4
Nov.,2012,Bosnia and Herzegovina,-85.36585365853658,6
Oct.,2012,Bosnia and Herzegovina,-67.1875,21
Sep.,2012,Bosnia and Herzegovina,-73.80952380952381,11
Aug.,2012,Bosnia and Herzegovina,-90,3
Jul.,2012,Bosnia and Herzegovina,-65,14
Jun.,2012,Bosnia and Herzegovina,-52.941176470588239,16
May,2012,Bosnia and Herzegovina,-83.78378378378379,6
Apr.,2012,Bosnia and Herzegovina,-71.428571428571431,12
Mar.,2012,Bosnia and Herzegovina,-89.795918367346943,5
Feb.,2012,Bosnia and Herzegovina,-36,16
Jan.,2012,Bosnia and Herzegovina,-30.76923076923077,18
Dec.,2012,Bolivia,6.8181818181818176,47
Nov.,2012,Bolivia,-4.6511627906976748,41
Oct.,2012,Bolivia,-8.5714285714285712,64
Sep.,2012,Bolivia,7.6923076923076926,42
Aug.,2012,Bolivia,100,30
Jul.,2012,Bolivia,29.032258064516132,40
Jun.,2012,Bolivia,161.53846153846155,34
May,2012,Bolivia,37.037037037037038,37
Apr.,2012,Bolivia,281.81818181818181,42
Mar.,2012,Bolivia,68.965517241379317,49
Feb.,2012,Bolivia,-60.9375,25
Jan.,2012,Bolivia,-13.333333333333334,26
Dec.,2012,Bhutan,633.33333333333326,44
Nov.,2012,Bhutan,330,43
Oct.,2012,Bhutan,94.444444444444443,70
Sep.,2012,Bhutan,290,39
Aug.,2012,Bhutan,50,15
Jul.,2012,Bhutan,520,31
Jun.,2012,Bhutan,8.3333333333333322,13
May,2012,Bhutan,440.00000000000006,27
Apr.,2012,Bhutan,120,11
Mar.,2012,Bhutan,625,29
Feb.,2012,Bhutan,540,64
Jan.,2012,Bhutan,114.28571428571428,30
Dec.,2012,Benin,,6
Nov.,2012,Benin,,10
Oct.,2012,Benin,800,36
Sep.,2012,Benin,900,10
Aug.,2012,Benin,233.33333333333334,10
Jul.,2012,Benin,-16.666666666666664,5
Jun.,2012,Benin,71.428571428571431,12
May,2012,Benin,25,5
Apr.,2012,Benin,0,5
Mar.,2012,Benin,300,4
Feb.,2012,Benin,400,10
Jan.,2012,Benin,75,14
Dec.,2012,Belize,-100,0
Nov.,2012,Belize,-100,0
Oct.,2012,Belize,-99.784482758620683,4
Sep.,2012,Belize,-99.91830065359477,1
Aug.,2012,Belize,-99.709583736689254,3
Jul.,2012,Belize,-99.628022318660882,6
Jun.,2012,Belize,-99.462365591397855,7
May,2012,Belize,-99.61904761904762,4
Apr.,2012,Belize,-99.623493975903614,5
Mar.,2012,Belize,-99.921813917122748,1
Feb.,2012,Belize,-99.78237214363439,2
Jan.,2012,Belize,-98.97567221510883,8
Dec.,2012,Belgium,1467.7966101694915,925
Nov.,2012,Belgium,1358.4269662921349,1298
Oct.,2012,Belgium,1793.8775510204082,1856
Sep.,2012,Belgium,1306.8965517241379,1224
Aug.,2012,Belgium,1354.9295774647887,1033
Jul.,2012,Belgium,2171.8309859154929,1613
Jun.,2012,Belgium,3000,1302
May,2012,Belgium,1467.1641791044776,1050
Apr.,2012,Belgium,610.1604278074866,1328
Mar.,2012,Belgium,2067.7966101694915,1279
Feb.,2012,Belgium,1667.3076923076924,919
Jan.,2012,Belgium,1804.8780487804877,781
Dec.,2012,Belarus,1375,59
Nov.,2012,Belarus,1383.3333333333335,89
Oct.,2012,Belarus,444.44444444444446,98
Sep.,2012,Belarus,1142.8571428571429,87
Aug.,2012,Belarus,446.15384615384619,71
Jul.,2012,Belarus,491.66666666666669,71
Jun.,2012,Belarus,740,42
May,2012,Belarus,509.09090909090907,67
Apr.,2012,Belarus,2571.4285714285716,187
Mar.,2012,Belarus,637.5,59
Feb.,2012,Belarus,766.66666666666674,52
Jan.,2012,Belarus,241.66666666666666,41
Dec.,2012,Barbados,-98.933333333333323,4
Nov.,2012,Barbados,-98.924731182795696,6
Oct.,2012,Barbados,-97.142857142857139,18
Sep.,2012,Barbados,-99.035812672176306,7
Aug.,2012,Barbados,-97.302904564315355,13
Jul.,2012,Barbados,-97.623762376237622,12
Jun.,2012,Barbados,-98.86621315192744,5
May,2012,Barbados,-97.689075630252091,11
Apr.,2012,Barbados,-98.75886524822694,7
Mar.,2012,Barbados,-98.347107438016536,8
Feb.,2012,Barbados,-98.614318706697461,6
Jan.,2012,Barbados,-98.113207547169807,12
Dec.,2012,Bangladesh,1873.6842105263158,375
Nov.,2012,Bangladesh,3000,558
Oct.,2012,Bangladesh,1269.5652173913043,630
Sep.,2012,Bangladesh,3200,726
Aug.,2012,Bangladesh,3342.8571428571431,482
Jul.,2012,Bangladesh,2004.1666666666667,505
Jun.,2012,Bangladesh,2000,441
May,2012,Bangladesh,2544.4444444444443,476
Apr.,2012,Bangladesh,317.77777777777777,564
Mar.,2012,Bangladesh,693.44262295081967,484
Feb.,2012,Bangladesh,3836.3636363636365,433
Jan.,2012,Bangladesh,2550,636
Dec.,2012,Bahrain,-5,19
Nov.,2012,Bahrain,-78.313253012048193,18
Oct.,2012,Bahrain,12.195121951219512,46
Sep.,2012,Bahrain,-71.05263157894737,22
Aug.,2012,Bahrain,-12.5,14
Jul.,2012,Bahrain,-35.135135135135137,24
Jun.,2012,Bahrain,5,21
May,2012,Bahrain,-72.307692307692307,18
Apr.,2012,Bahrain,125,135
Mar.,2012,Bahrain,56.410256410256409,61
Feb.,2012,Bahrain,-50,11
Jan.,2012,Bahrain,41.17647058823529,24
Dec.,2012,Azerbaijan,-97.35799207397622,20
Nov.,2012,Azerbaijan,-92.732049036777582,83
Oct.,2012,Azerbaijan,-97.487745098039213,41
Sep.,2012,Azerbaijan,-92.578125,76
Aug.,2012,Azerbaijan,-97.880794701986744,16
Jul.,2012,Azerbaijan,-96.438883541867185,37
Jun.,2012,Azerbaijan,-97.241379310344826,20
May,2012,Azerbaijan,-93.564356435643575,65
Apr.,2012,Azerbaijan,-94.570135746606326,60
Mar.,2012,Azerbaijan,-96.296296296296291,39
Feb.,2012,Azerbaijan,-96.986301369863014,22
Jan.,2012,Azerbaijan,-97.428139183055976,17
Dec.,2012,Austria,-97.022029897718326,757
Nov.,2012,Austria,-91.824169530355093,1142
Oct.,2012,Austria,-90.877585243152609,1632
Sep.,2012,Austria,-94.587737843551807,1024
Aug.,2012,Austria,-93.050441826215021,755
Jul.,2012,Austria,-92.596023658519201,1039
Jun.,2012,Austria,-95.386279750540908,725
May,2012,Austria,-92.311791124305401,1010
Apr.,2012,Austria,-93.673060406527341,1105
Mar.,2012,Austria,-94.431812172809472,1053
Feb.,2012,Austria,-95.919508105086635,730
Jan.,2012,Austria,-97.021449170872387,661
Dec.,2012,Australia,363042.85714285716,25420
Nov.,2012,Australia,77500,13968
Oct.,2012,Australia,74441.666666666657,17890
Sep.,2012,Australia,55547.058823529413,18920
Aug.,2012,Australia,67800,10864
Jul.,2012,Australia,24958.928571428572,14033
Jun.,2012,Australia,38226.829268292684,15714
May,2012,Australia,69042.105263157893,13137
Apr.,2012,Australia,124650,17465
Mar.,2012,Australia,99431.578947368413,18911
Feb.,2012,Australia,99288.888888888891,17890
Jan.,2012,Australia,221819.99999999997,22192
Dec.,2012,Armenia,-98.267326732673268,7
Nov.,2012,Armenia,-96.629213483146074,18
Oct.,2012,Armenia,-96.307692307692307,24
Sep.,2012,Armenia,-92.560175054704601,34
Aug.,2012,Armenia,-95.015576323987545,16
Jul.,2012,Armenia,-86.138613861386133,56
Jun.,2012,Armenia,-89.21052631578948,41
May,2012,Armenia,-95.238095238095227,19
Apr.,2012,Armenia,-97.552447552447546,14
Mar.,2012,Armenia,-96.281800391389425,19
Feb.,2012,Armenia,-93.454545454545453,18
Jan.,2012,Armenia,-96.98795180722891,10
Dec.,2012,Argentina,40300,404
Nov.,2012,Argentina,53300,534
Oct.,2012,Argentina,64900,650
Sep.,2012,Argentina,45600,457
Aug.,2012,Argentina,32000,321
Jul.,2012,Argentina,,404
Jun.,2012,Argentina,18900,380
May,2012,Argentina,,399
Apr.,2012,Argentina,18966.666666666664,572
Mar.,2012,Argentina,25450,511
Feb.,2012,Argentina,,275
Jan.,2012,Argentina,10966.666666666668,332
Dec.,2012,Antigua and Barbuda,-93.333333333333329,1
Nov.,2012,Antigua and Barbuda,-94.73684210526315,1
Oct.,2012,Antigua and Barbuda,-98.245614035087712,1
Sep.,2012,Antigua and Barbuda,-93.75,1
Aug.,2012,Antigua and Barbuda,-90.909090909090907,1
Jul.,2012,Antigua and Barbuda,-100,0
Jun.,2012,Antigua and Barbuda,-97.101449275362313,2
May,2012,Antigua and Barbuda,-100,0
Apr.,2012,Antigua and Barbuda,-85,3
Mar.,2012,Antigua and Barbuda,-92.307692307692307,2
Feb.,2012,Antigua and Barbuda,-100,0
Jan.,2012,Antigua and Barbuda,-57.142857142857139,3
Dec.,2012,Angola,,15
Nov.,2012,Angola,216.66666666666666,19
Oct.,2012,Angola,612.5,57
Sep.,2012,Angola,433.33333333333331,16
Aug.,2012,Angola,175,11
Jul.,2012,Angola,425,21
